ED_num,AD_num,zohran25,cuomo25,lander25,total25,districtid,public_housing,selected_devs,cuomo_share,mamdani_share,lander_share,leader_name,category
ED   12,AD 36,318,36,51,429,36012,FALSE,FALSE,0.08391608391608392,0.7412587412587412,0.11888111888111888,Mamdani,Mamdani 60‑80%
ED   12,AD 37,311,48,27,393,37012,FALSE,FALSE,0.12213740458015267,0.7913486005089059,0.06870229007633588,Mamdani,Mamdani 60‑80%
ED   12,AD 38,143,54,5,214,38012,FALSE,FALSE,0.2523364485981308,0.6682242990654206,0.02336448598130841,Mamdani,Mamdani 60‑80%
ED   12,AD 39,63,47,12,127,39012,FALSE,FALSE,0.3700787401574803,0.49606299212598426,0.09448818897637795,Mamdani,Mamdani 40‑60%
ED   12,AD 40,61,72,11,158,40012,FALSE,FALSE,0.45569620253164556,0.3860759493670886,0.06962025316455696,Cuomo,Cuomo 40‑60%
ED   12,AD 41,42,126,4,189,41012,FALSE,FALSE,0.6666666666666666,0.2222222222222222,0.021164021164021163,Cuomo,Cuomo 60‑80%
ED   12,AD 42,211,141,17,398,42012,FALSE,FALSE,0.3542713567839196,0.5301507537688442,0.04271356783919598,Mamdani,Mamdani 40‑60%
ED   12,AD 43,164,91,51,339,43012,FALSE,FALSE,0.26843657817109146,0.4837758112094395,0.1504424778761062,Mamdani,Mamdani 40‑60%
ED   12,AD 44,295,51,108,489,44012,FALSE,FALSE,0.10429447852760736,0.6032719836400818,0.22085889570552147,Mamdani,Mamdani 60‑80%
ED   12,AD 45,19,11,0,31,45012,FALSE,FALSE,0.3548387096774194,0.6129032258064516,0,Mamdani,Mamdani 60‑80%
ED   12,AD 46,116,142,58,347,46012,FALSE,FALSE,0.4092219020172911,0.33429394812680113,0.16714697406340057,Cuomo,Cuomo 40‑60%
ED   12,AD 47,98,53,5,168,47012,FALSE,FALSE,0.31547619047619047,0.5833333333333334,0.02976190476190476,Mamdani,Mamdani 40‑60%
ED   12,AD 48,0,181,1,197,48012,FALSE,FALSE,0.9187817258883249,0,0.005076142131979695,Cuomo,Cuomo 80%+
ED   12,AD 49,50,26,4,86,49012,FALSE,FALSE,0.3023255813953488,0.5813953488372093,0.046511627906976744,Mamdani,Mamdani 40‑60%
ED   12,AD 50,177,78,90,363,50012,FALSE,FALSE,0.21487603305785125,0.48760330578512395,0.24793388429752067,Mamdani,Mamdani 40‑60%
ED   12,AD 51,98,44,7,161,51012,FALSE,FALSE,0.2732919254658385,0.6086956521739131,0.043478260869565216,Mamdani,Mamdani 60‑80%
ED   12,AD 52,283,69,94,487,52012,FALSE,FALSE,0.14168377823408623,0.5811088295687885,0.19301848049281314,Mamdani,Mamdani 40‑60%
ED   12,AD 53,124,11,8,144,53012,FALSE,FALSE,0.0763888888888889,0.8611111111111112,0.05555555555555555,Mamdani,Mamdani 80%+
ED   12,AD 54,44,54,1,110,54012,FALSE,FALSE,0.4909090909090909,0.4,0.00909090909090909,Cuomo,Cuomo 40‑60%
ED   12,AD 55,118,65,8,216,55012,FALSE,FALSE,0.30092592592592593,0.5462962962962963,0.037037037037037035,Mamdani,Mamdani 40‑60%
ED   12,AD 56,401,47,22,487,56012,FALSE,FALSE,0.09650924024640657,0.8234086242299795,0.045174537987679675,Mamdani,Mamdani 80%+
ED   12,AD 57,85,38,13,141,57012,FALSE,FALSE,0.2695035460992908,0.6028368794326241,0.09219858156028368,Mamdani,Mamdani 60‑80%
ED   12,AD 58,51,128,2,200,58012,FALSE,FALSE,0.64,0.255,0.01,Cuomo,Cuomo 60‑80%
ED   12,AD 59,71,171,13,286,59012,FALSE,FALSE,0.5979020979020979,0.24825174825174826,0.045454545454545456,Cuomo,Cuomo 40‑60%
ED   12,AD 60,28,75,2,130,60012,TRUE,FALSE,0.5769230769230769,0.2153846153846154,0.015384615384615385,Cuomo,Cuomo 40‑60%
ED   12,AD 61,96,55,21,199,61012,FALSE,FALSE,0.27638190954773867,0.4824120603015075,0.10552763819095477,Mamdani,Mamdani 40‑60%
ED   12,AD 62,37,48,6,97,62012,FALSE,FALSE,0.4948453608247423,0.38144329896907214,0.061855670103092786,Cuomo,Cuomo 40‑60%
ED   12,AD 63,59,44,7,124,63012,FALSE,FALSE,0.3548387096774194,0.47580645161290325,0.056451612903225805,Mamdani,Mamdani 40‑60%
ED   12,AD 64,34,71,5,125,64012,FALSE,FALSE,0.568,0.272,0.04,Cuomo,Cuomo 40‑60%
ED   12,AD 65,30,86,8,144,65012,FALSE,FALSE,0.5972222222222222,0.20833333333333334,0.05555555555555555,Cuomo,Cuomo 40‑60%
ED   12,AD 66,140,188,104,482,66012,FALSE,FALSE,0.3900414937759336,0.29045643153526973,0.2157676348547718,Cuomo,Cuomo 0‑40%
ED   12,AD 67,204,249,172,699,67012,FALSE,FALSE,0.3562231759656652,0.2918454935622318,0.24606580829756797,Cuomo,Cuomo 0‑40%
ED   12,AD 68,149,87,59,338,68012,FALSE,FALSE,0.257396449704142,0.4408284023668639,0.17455621301775148,Mamdani,Mamdani 40‑60%
ED   12,AD 69,243,157,239,708,69012,FALSE,FALSE,0.22175141242937854,0.3432203389830508,0.3375706214689266,Mamdani,Mamdani 0‑40%
ED   12,AD 70,87,68,6,179,70012,FALSE,FALSE,0.37988826815642457,0.4860335195530726,0.0335195530726257,Mamdani,Mamdani 40‑60%
ED   12,AD 71,151,72,31,270,71012,FALSE,FALSE,0.26666666666666666,0.5592592592592592,0.11481481481481481,Mamdani,Mamdani 40‑60%
ED   12,AD 72,78,161,3,254,72012,FALSE,FALSE,0.6338582677165354,0.30708661417322836,0.011811023622047244,Cuomo,Cuomo 60‑80%
ED   12,AD 73,191,161,74,479,73012,FALSE,FALSE,0.33611691022964507,0.3987473903966597,0.1544885177453027,Mamdani,Mamdani 0‑40%
ED   12,AD 74,111,100,51,284,74012,FALSE,FALSE,0.352112676056338,0.3908450704225352,0.1795774647887324,Mamdani,Mamdani 0‑40%
ED   12,AD 75,116,117,55,329,75012,FALSE,FALSE,0.3556231003039514,0.3525835866261398,0.16717325227963525,Cuomo,Cuomo 0‑40%
ED   12,AD 76,168,151,79,437,76012,FALSE,FALSE,0.34553775743707094,0.38443935926773454,0.18077803203661327,Mamdani,Mamdani 0‑40%
ED   12,AD 77,58,137,2,214,77012,FALSE,FALSE,0.6401869158878505,0.27102803738317754,0.009345794392523364,Cuomo,Cuomo 60‑80%
ED   12,AD 78,36,53,4,102,78012,FALSE,FALSE,0.5196078431372549,0.35294117647058826,0.0392156862745098,Cuomo,Cuomo 40‑60%
ED   12,AD 79,48,74,1,139,79012,FALSE,FALSE,0.5323741007194245,0.34532374100719426,0.007194244604316547,Cuomo,Cuomo 40‑60%
ED   12,AD 80,90,101,3,203,80012,FALSE,FALSE,0.4975369458128079,0.4433497536945813,0.014778325123152709,Cuomo,Cuomo 40‑60%
ED   12,AD 81,135,95,29,286,81012,FALSE,FALSE,0.3321678321678322,0.47202797202797203,0.10139860139860139,Mamdani,Mamdani 40‑60%
ED   12,AD 82,35,56,4,111,82012,TRUE,FALSE,0.5045045045045045,0.3153153153153153,0.036036036036036036,Cuomo,Cuomo 40‑60%
ED   12,AD 83,35,123,3,180,83012,FALSE,FALSE,0.6833333333333333,0.19444444444444445,0.016666666666666666,Cuomo,Cuomo 60‑80%
ED   12,AD 84,83,75,15,186,84012,FALSE,FALSE,0.4032258064516129,0.44623655913978494,0.08064516129032258,Mamdani,Mamdani 40‑60%
ED   12,AD 85,19,75,0,102,85012,TRUE,FALSE,0.7352941176470589,0.18627450980392157,0,Cuomo,Cuomo 60‑80%
ED   12,AD 86,65,98,3,176,86012,FALSE,FALSE,0.5568181818181818,0.3693181818181818,0.017045454545454544,Cuomo,Cuomo 40‑60%
ED   12,AD 87,67,78,7,169,87012,FALSE,FALSE,0.46153846153846156,0.39644970414201186,0.04142011834319527,Cuomo,Cuomo 40‑60%
ED   13,AD 23,86,65,19,198,23013,FALSE,FALSE,0.3282828282828283,0.43434343434343436,0.09595959595959595,Mamdani,Mamdani 40‑60%
ED   13,AD 24,91,79,1,191,24013,FALSE,FALSE,0.41361256544502617,0.47643979057591623,0.005235602094240838,Mamdani,Mamdani 40‑60%
ED   13,AD 25,105,121,15,262,25013,FALSE,FALSE,0.4618320610687023,0.40076335877862596,0.05725190839694656,Cuomo,Cuomo 40‑60%
ED   13,AD 26,132,108,12,271,26013,FALSE,FALSE,0.3985239852398524,0.4870848708487085,0.04428044280442804,Mamdani,Mamdani 40‑60%
ED   13,AD 27,80,78,10,184,27013,FALSE,FALSE,0.42391304347826086,0.43478260869565216,0.05434782608695652,Mamdani,Mamdani 40‑60%
ED   13,AD 28,37,29,6,79,28013,FALSE,FALSE,0.3670886075949367,0.46835443037974683,0.0759493670886076,Mamdani,Mamdani 40‑60%
ED   13,AD 29,46,170,5,283,29013,FALSE,FALSE,0.6007067137809188,0.1625441696113074,0.0176678445229682,Cuomo,Cuomo 60‑80%
ED   13,AD 30,210,160,19,413,30013,FALSE,FALSE,0.387409200968523,0.5084745762711864,0.04600484261501211,Mamdani,Mamdani 40‑60%
ED   13,AD 31,23,47,4,94,31013,FALSE,FALSE,0.5,0.24468085106382978,0.0425531914893617,Cuomo,Cuomo 40‑60%
ED   13,AD 32,3,4,1,11,32013,FALSE,FALSE,0.36363636363636365,0.2727272727272727,0.09090909090909091,Cuomo,Cuomo 0‑40%
ED   13,AD 33,18,9,0,30,33013,FALSE,FALSE,0.3,0.6,0,Mamdani,Mamdani 60‑80%
ED   13,AD 34,324,56,45,453,34013,FALSE,FALSE,0.12362030905077263,0.7152317880794702,0.09933774834437085,Mamdani,Mamdani 60‑80%
ED   13,AD 35,80,91,1,190,35013,FALSE,FALSE,0.4789473684210526,0.42105263157894735,0.005263157894736842,Cuomo,Cuomo 40‑60%
ED   13,AD 36,260,68,26,371,36013,FALSE,FALSE,0.18328840970350405,0.7008086253369272,0.07008086253369272,Mamdani,Mamdani 60‑80%
ED   13,AD 37,31,7,2,42,37013,FALSE,FALSE,0.16666666666666666,0.7380952380952381,0.047619047619047616,Mamdani,Mamdani 60‑80%
ED   13,AD 38,37,25,2,67,38013,FALSE,FALSE,0.373134328358209,0.5522388059701493,0.029850746268656716,Mamdani,Mamdani 40‑60%
ED   13,AD 39,54,33,7,98,39013,FALSE,FALSE,0.336734693877551,0.5510204081632653,0.07142857142857142,Mamdani,Mamdani 40‑60%
ED   13,AD 40,60,37,0,99,40013,FALSE,FALSE,0.37373737373737376,0.6060606060606061,0,Mamdani,Mamdani 60‑80%
ED   13,AD 41,45,92,2,157,41013,FALSE,FALSE,0.5859872611464968,0.28662420382165604,0.012738853503184714,Cuomo,Cuomo 40‑60%
ED   13,AD 42,244,147,19,445,42013,FALSE,FALSE,0.3303370786516854,0.5483146067415731,0.04269662921348315,Mamdani,Mamdani 40‑60%
ED   13,AD 43,154,213,19,420,43013,FALSE,FALSE,0.5071428571428571,0.36666666666666664,0.04523809523809524,Cuomo,Cuomo 40‑60%
ED   13,AD 44,103,45,67,242,44013,FALSE,FALSE,0.1859504132231405,0.4256198347107438,0.2768595041322314,Mamdani,Mamdani 40‑60%
ED   13,AD 45,3,83,4,95,45013,FALSE,FALSE,0.8736842105263158,0.031578947368421054,0.042105263157894736,Cuomo,Cuomo 80%+
ED   13,AD 46,149,96,41,314,46013,FALSE,FALSE,0.3057324840764331,0.4745222929936306,0.1305732484076433,Mamdani,Mamdani 40‑60%
ED   13,AD 47,49,39,6,106,47013,FALSE,FALSE,0.36792452830188677,0.46226415094339623,0.05660377358490566,Mamdani,Mamdani 40‑60%
ED   13,AD 48,33,282,5,341,48013,FALSE,FALSE,0.8269794721407625,0.0967741935483871,0.01466275659824047,Cuomo,Cuomo 80%+
ED   13,AD 49,9,11,1,21,49013,FALSE,FALSE,0.5238095238095238,0.42857142857142855,0.047619047619047616,Cuomo,Cuomo 40‑60%
ED   13,AD 50,335,28,67,443,50013,FALSE,FALSE,0.06320541760722348,0.7562076749435666,0.15124153498871332,Mamdani,Mamdani 60‑80%
ED   13,AD 51,165,45,23,241,51013,FALSE,FALSE,0.18672199170124482,0.6846473029045643,0.0954356846473029,Mamdani,Mamdani 60‑80%
ED   13,AD 52,37,2,7,46,52013,FALSE,FALSE,0.043478260869565216,0.8043478260869565,0.15217391304347827,Mamdani,Mamdani 80%+
ED   13,AD 53,413,35,25,487,53013,FALSE,FALSE,0.07186858316221766,0.8480492813141683,0.0513347022587269,Mamdani,Mamdani 80%+
ED   13,AD 54,25,48,1,83,54013,FALSE,FALSE,0.5783132530120482,0.30120481927710846,0.012048192771084338,Cuomo,Cuomo 40‑60%
ED   13,AD 55,155,86,3,263,55013,FALSE,FALSE,0.3269961977186312,0.5893536121673004,0.011406844106463879,Mamdani,Mamdani 40‑60%
ED   13,AD 56,234,97,14,364,56013,FALSE,FALSE,0.2664835164835165,0.6428571428571429,0.038461538461538464,Mamdani,Mamdani 60‑80%
ED   13,AD 57,45,272,11,376,57013,FALSE,FALSE,0.723404255319149,0.1196808510638298,0.02925531914893617,Cuomo,Cuomo 60‑80%
ED   13,AD 58,65,189,2,298,58013,FALSE,FALSE,0.6342281879194631,0.2181208053691275,0.006711409395973154,Cuomo,Cuomo 60‑80%
ED   13,AD 59,63,209,2,291,59013,FALSE,FALSE,0.718213058419244,0.21649484536082475,0.006872852233676976,Cuomo,Cuomo 60‑80%
ED   13,AD 60,22,88,0,127,60013,TRUE,FALSE,0.6929133858267716,0.1732283464566929,0,Cuomo,Cuomo 60‑80%
ED   13,AD 61,60,91,13,191,61013,FALSE,FALSE,0.47643979057591623,0.31413612565445026,0.06806282722513089,Cuomo,Cuomo 40‑60%
ED   13,AD 62,28,44,3,84,62013,FALSE,FALSE,0.5238095238095238,0.3333333333333333,0.03571428571428571,Cuomo,Cuomo 40‑60%
ED   13,AD 63,75,40,10,134,63013,FALSE,FALSE,0.29850746268656714,0.5597014925373134,0.07462686567164178,Mamdani,Mamdani 40‑60%
ED   13,AD 64,58,38,5,109,64013,FALSE,FALSE,0.3486238532110092,0.5321100917431193,0.045871559633027525,Mamdani,Mamdani 40‑60%
ED   13,AD 65,133,92,16,260,65013,FALSE,FALSE,0.35384615384615387,0.5115384615384615,0.06153846153846154,Mamdani,Mamdani 40‑60%
ED   13,AD 66,74,91,44,227,66013,FALSE,FALSE,0.4008810572687225,0.32599118942731276,0.19383259911894274,Cuomo,Cuomo 40‑60%
ED   13,AD 67,149,248,171,639,67013,FALSE,FALSE,0.38810641627543035,0.23317683881064163,0.2676056338028169,Cuomo,Cuomo 0‑40%
ED   13,AD 68,138,146,13,354,68013,FALSE,FALSE,0.4124293785310734,0.3898305084745763,0.03672316384180791,Cuomo,Cuomo 40‑60%
ED   13,AD 69,167,115,146,471,69013,FALSE,FALSE,0.24416135881104034,0.35456475583864117,0.3099787685774947,Mamdani,Mamdani 0‑40%
ED   13,AD 70,299,67,103,512,70013,FALSE,FALSE,0.130859375,0.583984375,0.201171875,Mamdani,Mamdani 40‑60%
ED   13,AD 71,173,83,47,327,71013,FALSE,FALSE,0.25382262996941896,0.5290519877675841,0.1437308868501529,Mamdani,Mamdani 40‑60%
ED   13,AD 72,55,135,2,211,72013,FALSE,FALSE,0.6398104265402843,0.26066350710900477,0.009478672985781991,Cuomo,Cuomo 60‑80%
ED   13,AD 73,131,162,104,436,73013,FALSE,FALSE,0.37155963302752293,0.30045871559633025,0.23853211009174313,Cuomo,Cuomo 0‑40%
ED   13,AD 74,195,119,72,435,74013,FALSE,FALSE,0.2735632183908046,0.4482758620689655,0.16551724137931034,Mamdani,Mamdani 40‑60%
ED   13,AD 75,147,161,75,410,75013,FALSE,FALSE,0.3926829268292683,0.35853658536585364,0.18292682926829268,Cuomo,Cuomo 0‑40%
ED   13,AD 76,178,162,65,440,76013,FALSE,FALSE,0.36818181818181817,0.40454545454545454,0.14772727272727273,Mamdani,Mamdani 40‑60%
ED   13,AD 77,51,159,1,242,77013,TRUE,FALSE,0.6570247933884298,0.21074380165289255,0.004132231404958678,Cuomo,Cuomo 60‑80%
ED   13,AD 78,34,117,1,162,78013,FALSE,FALSE,0.7222222222222222,0.20987654320987653,0.006172839506172839,Cuomo,Cuomo 60‑80%
ED   13,AD 79,49,69,0,127,79013,TRUE,FALSE,0.5433070866141733,0.3858267716535433,0,Cuomo,Cuomo 40‑60%
ED   13,AD 80,121,83,8,227,80013,FALSE,FALSE,0.3656387665198238,0.5330396475770925,0.03524229074889868,Mamdani,Mamdani 40‑60%
ED   13,AD 81,18,7,2,30,81013,FALSE,FALSE,0.23333333333333334,0.6,0.06666666666666667,Mamdani,Mamdani 60‑80%
ED   13,AD 82,34,53,1,94,82013,TRUE,FALSE,0.5638297872340425,0.3617021276595745,0.010638297872340425,Cuomo,Cuomo 40‑60%
ED   13,AD 83,65,70,2,158,83013,FALSE,FALSE,0.4430379746835443,0.41139240506329117,0.012658227848101266,Cuomo,Cuomo 40‑60%
ED   13,AD 84,56,51,8,123,84013,FALSE,FALSE,0.4146341463414634,0.45528455284552843,0.06504065040650407,Mamdani,Mamdani 40‑60%
ED   13,AD 85,43,89,3,150,85013,TRUE,FALSE,0.5933333333333334,0.2866666666666667,0.02,Cuomo,Cuomo 40‑60%
ED   13,AD 86,72,108,1,192,86013,FALSE,FALSE,0.5625,0.375,0.005208333333333333,Cuomo,Cuomo 40‑60%
ED   13,AD 87,106,84,4,202,87013,FALSE,FALSE,0.4158415841584158,0.5247524752475248,0.019801980198019802,Mamdani,Mamdani 40‑60%
ED   14,AD 23,32,97,6,156,23014,FALSE,FALSE,0.6217948717948718,0.20512820512820512,0.038461538461538464,Cuomo,Cuomo 60‑80%
ED   14,AD 24,71,55,1,135,24014,FALSE,FALSE,0.4074074074074074,0.5259259259259259,0.007407407407407408,Mamdani,Mamdani 40‑60%
ED   14,AD 25,77,121,6,213,25014,FALSE,FALSE,0.568075117370892,0.3615023474178404,0.028169014084507043,Cuomo,Cuomo 40‑60%
ED   14,AD 26,161,113,18,306,26014,FALSE,FALSE,0.369281045751634,0.5261437908496732,0.058823529411764705,Mamdani,Mamdani 40‑60%
ED   14,AD 27,75,192,11,302,27014,FALSE,FALSE,0.6357615894039735,0.24834437086092714,0.03642384105960265,Cuomo,Cuomo 60‑80%
ED   14,AD 28,71,54,9,143,28014,FALSE,FALSE,0.3776223776223776,0.4965034965034965,0.06293706293706294,Mamdani,Mamdani 40‑60%
ED   14,AD 29,38,143,0,225,29014,FALSE,FALSE,0.6355555555555555,0.1688888888888889,0,Cuomo,Cuomo 60‑80%
ED   14,AD 30,22,11,4,38,30014,FALSE,FALSE,0.2894736842105263,0.5789473684210527,0.10526315789473684,Mamdani,Mamdani 40‑60%
ED   14,AD 31,43,112,4,191,31014,FALSE,FALSE,0.5863874345549738,0.225130890052356,0.020942408376963352,Cuomo,Cuomo 40‑60%
ED   14,AD 32,6,5,2,13,32014,FALSE,FALSE,0.38461538461538464,0.46153846153846156,0.15384615384615385,Mamdani,Mamdani 40‑60%
ED   14,AD 33,86,78,3,176,33014,FALSE,FALSE,0.4431818181818182,0.48863636363636365,0.017045454545454544,Mamdani,Mamdani 40‑60%
ED   14,AD 34,298,112,42,481,34014,FALSE,FALSE,0.23284823284823286,0.6195426195426196,0.08731808731808732,Mamdani,Mamdani 60‑80%
ED   14,AD 35,96,109,6,240,35014,FALSE,FALSE,0.45416666666666666,0.4,0.025,Cuomo,Cuomo 40‑60%
ED   14,AD 36,383,58,43,506,36014,FALSE,FALSE,0.11462450592885376,0.7569169960474308,0.08498023715415019,Mamdani,Mamdani 60‑80%
ED   14,AD 37,208,83,20,329,37014,FALSE,FALSE,0.25227963525835867,0.6322188449848024,0.060790273556231005,Mamdani,Mamdani 60‑80%
ED   14,AD 38,87,79,13,186,38014,FALSE,FALSE,0.42473118279569894,0.46774193548387094,0.06989247311827956,Mamdani,Mamdani 40‑60%
ED   14,AD 39,80,51,8,149,39014,FALSE,FALSE,0.3422818791946309,0.5369127516778524,0.053691275167785234,Mamdani,Mamdani 40‑60%
ED   14,AD 40,19,39,1,66,40014,FALSE,FALSE,0.5909090909090909,0.2878787878787879,0.015151515151515152,Cuomo,Cuomo 40‑60%
ED   14,AD 41,19,353,3,382,41014,FALSE,FALSE,0.9240837696335078,0.049738219895287955,0.007853403141361256,Cuomo,Cuomo 80%+
ED   14,AD 42,167,121,26,332,42014,FALSE,FALSE,0.3644578313253012,0.5030120481927711,0.0783132530120482,Mamdani,Mamdani 40‑60%
ED   14,AD 43,162,82,9,276,43014,FALSE,FALSE,0.2971014492753623,0.5869565217391305,0.03260869565217391,Mamdani,Mamdani 40‑60%
ED   14,AD 44,271,62,86,462,44014,FALSE,FALSE,0.1341991341991342,0.5865800865800865,0.18614718614718614,Mamdani,Mamdani 40‑60%
ED   14,AD 45,21,156,2,183,45014,FALSE,FALSE,0.8524590163934426,0.11475409836065574,0.01092896174863388,Cuomo,Cuomo 80%+
ED   14,AD 46,130,115,63,327,46014,FALSE,FALSE,0.3516819571865443,0.39755351681957185,0.1926605504587156,Mamdani,Mamdani 0‑40%
ED   14,AD 47,74,86,12,191,47014,FALSE,FALSE,0.450261780104712,0.387434554973822,0.06282722513089005,Cuomo,Cuomo 40‑60%
ED   14,AD 48,68,80,3,157,48014,FALSE,FALSE,0.5095541401273885,0.43312101910828027,0.01910828025477707,Cuomo,Cuomo 40‑60%
ED   14,AD 49,40,15,1,59,49014,FALSE,FALSE,0.2542372881355932,0.6779661016949152,0.01694915254237288,Mamdani,Mamdani 60‑80%
ED   14,AD 50,401,48,91,557,50014,FALSE,FALSE,0.08617594254937164,0.7199281867145422,0.16337522441651706,Mamdani,Mamdani 60‑80%
ED   14,AD 51,132,58,13,217,51014,FALSE,FALSE,0.2672811059907834,0.6082949308755761,0.059907834101382486,Mamdani,Mamdani 60‑80%
ED   14,AD 52,154,108,154,470,52014,FALSE,FALSE,0.2297872340425532,0.3276595744680851,0.3276595744680851,Lander,Lander 0‑40%
ED   14,AD 53,429,34,13,485,53014,FALSE,FALSE,0.07010309278350516,0.8845360824742268,0.026804123711340205,Mamdani,Mamdani 80%+
ED   14,AD 54,28,48,0,90,54014,FALSE,FALSE,0.5333333333333333,0.3111111111111111,0,Cuomo,Cuomo 40‑60%
ED   14,AD 55,163,44,13,245,55014,FALSE,FALSE,0.17959183673469387,0.6653061224489796,0.053061224489795916,Mamdani,Mamdani 60‑80%
ED   14,AD 56,273,50,11,355,56014,FALSE,FALSE,0.14084507042253522,0.7690140845070422,0.030985915492957747,Mamdani,Mamdani 60‑80%
ED   14,AD 57,102,125,12,263,57014,FALSE,FALSE,0.4752851711026616,0.38783269961977185,0.045627376425855515,Cuomo,Cuomo 40‑60%
ED   14,AD 58,64,147,0,235,58014,FALSE,FALSE,0.625531914893617,0.2723404255319149,0,Cuomo,Cuomo 60‑80%
ED   14,AD 59,46,96,2,172,59014,FALSE,FALSE,0.5581395348837209,0.26744186046511625,0.011627906976744186,Cuomo,Cuomo 40‑60%
ED   14,AD 60,61,186,5,293,60014,FALSE,FALSE,0.6348122866894198,0.20819112627986347,0.017064846416382253,Cuomo,Cuomo 60‑80%
ED   14,AD 61,57,74,11,174,61014,FALSE,FALSE,0.42528735632183906,0.3275862068965517,0.06321839080459771,Cuomo,Cuomo 40‑60%
ED   14,AD 62,22,42,7,77,62014,FALSE,FALSE,0.5454545454545454,0.2857142857142857,0.09090909090909091,Cuomo,Cuomo 40‑60%
ED   14,AD 63,69,58,13,160,63014,FALSE,FALSE,0.3625,0.43125,0.08125,Mamdani,Mamdani 40‑60%
ED   14,AD 64,47,39,3,95,64014,FALSE,FALSE,0.4105263157894737,0.49473684210526314,0.031578947368421054,Mamdani,Mamdani 40‑60%
ED   14,AD 65,79,58,14,162,65014,FALSE,FALSE,0.35802469135802467,0.4876543209876543,0.08641975308641975,Mamdani,Mamdani 40‑60%
ED   14,AD 66,184,113,105,425,66014,FALSE,FALSE,0.26588235294117646,0.4329411764705882,0.24705882352941178,Mamdani,Mamdani 40‑60%
ED   14,AD 67,97,200,125,462,67014,FALSE,FALSE,0.4329004329004329,0.20995670995670995,0.27056277056277056,Cuomo,Cuomo 40‑60%
ED   14,AD 68,92,52,17,178,68014,FALSE,FALSE,0.29213483146067415,0.5168539325842697,0.09550561797752809,Mamdani,Mamdani 40‑60%
ED   14,AD 69,286,94,122,533,69014,FALSE,FALSE,0.17636022514071295,0.5365853658536586,0.22889305816135083,Mamdani,Mamdani 40‑60%
ED   14,AD 70,128,99,24,286,70014,FALSE,FALSE,0.34615384615384615,0.44755244755244755,0.08391608391608392,Mamdani,Mamdani 40‑60%
ED   14,AD 71,153,102,9,288,71014,FALSE,FALSE,0.3541666666666667,0.53125,0.03125,Mamdani,Mamdani 40‑60%
ED   14,AD 72,100,92,10,209,72014,FALSE,FALSE,0.44019138755980863,0.4784688995215311,0.04784688995215311,Mamdani,Mamdani 40‑60%
ED   14,AD 73,112,80,47,253,73014,FALSE,FALSE,0.31620553359683795,0.4426877470355731,0.1857707509881423,Mamdani,Mamdani 40‑60%
ED   14,AD 74,185,144,66,437,74014,FALSE,FALSE,0.3295194508009153,0.4233409610983982,0.15102974828375287,Mamdani,Mamdani 40‑60%
ED   14,AD 75,69,34,22,141,75014,FALSE,FALSE,0.24113475177304963,0.48936170212765956,0.15602836879432624,Mamdani,Mamdani 40‑60%
ED   14,AD 76,111,232,93,485,76014,FALSE,FALSE,0.47835051546391755,0.2288659793814433,0.19175257731958764,Cuomo,Cuomo 40‑60%
ED   14,AD 77,30,100,1,153,77014,FALSE,FALSE,0.6535947712418301,0.19607843137254902,0.006535947712418301,Cuomo,Cuomo 60‑80%
ED   14,AD 78,45,83,4,142,78014,FALSE,FALSE,0.5845070422535211,0.31690140845070425,0.028169014084507043,Cuomo,Cuomo 40‑60%
ED   14,AD 79,40,91,0,148,79014,TRUE,FALSE,0.6148648648648649,0.2702702702702703,0,Cuomo,Cuomo 60‑80%
ED   14,AD 80,98,104,14,252,80014,FALSE,FALSE,0.4126984126984127,0.3888888888888889,0.05555555555555555,Cuomo,Cuomo 40‑60%
ED   14,AD 81,151,202,94,494,81014,FALSE,FALSE,0.4089068825910931,0.305668016194332,0.1902834008097166,Cuomo,Cuomo 40‑60%
ED   14,AD 82,31,95,2,138,82014,FALSE,FALSE,0.6884057971014492,0.2246376811594203,0.014492753623188406,Cuomo,Cuomo 60‑80%
ED   14,AD 83,34,125,0,177,83014,TRUE,FALSE,0.7062146892655368,0.192090395480226,0,Cuomo,Cuomo 60‑80%
ED   14,AD 84,87,116,12,245,84014,FALSE,FALSE,0.47346938775510206,0.3551020408163265,0.04897959183673469,Cuomo,Cuomo 40‑60%
ED   14,AD 85,41,54,3,108,85014,TRUE,FALSE,0.5,0.37962962962962965,0.027777777777777776,Cuomo,Cuomo 40‑60%
ED   14,AD 86,52,87,0,148,86014,FALSE,FALSE,0.5878378378378378,0.35135135135135137,0,Cuomo,Cuomo 40‑60%
ED   14,AD 87,127,95,3,246,87014,FALSE,FALSE,0.3861788617886179,0.516260162601626,0.012195121951219513,Mamdani,Mamdani 40‑60%
ED   15,AD 23,56,114,7,209,23015,FALSE,FALSE,0.5454545454545454,0.2679425837320574,0.03349282296650718,Cuomo,Cuomo 40‑60%
ED   15,AD 24,62,52,3,122,24015,FALSE,FALSE,0.4262295081967213,0.5081967213114754,0.02459016393442623,Mamdani,Mamdani 40‑60%
ED   15,AD 25,50,56,8,124,25015,FALSE,FALSE,0.45161290322580644,0.4032258064516129,0.06451612903225806,Cuomo,Cuomo 40‑60%
ED   15,AD 26,142,129,15,308,26015,FALSE,FALSE,0.41883116883116883,0.461038961038961,0.048701298701298704,Mamdani,Mamdani 40‑60%
