ED_num,AD_num,zohran25,cuomo25,lander25,total25,districtid,public_housing,selected_devs,cuomo_share,mamdani_share,lander_share,leader_name,category
ED   39,AD 79,32,71,0,114,79039,FALSE,FALSE,0.6228070175438597,0.2807017543859649,0,Cuomo,Cuomo 60‑80%
ED   39,AD 80,44,71,8,141,80039,FALSE,FALSE,0.5035460992907801,0.3120567375886525,0.05673758865248227,Cuomo,Cuomo 40‑60%
ED   39,AD 81,110,88,48,272,81039,FALSE,FALSE,0.3235294117647059,0.40441176470588236,0.17647058823529413,Mamdani,Mamdani 40‑60%
ED   39,AD 82,49,51,4,123,82039,FALSE,FALSE,0.4146341463414634,0.3983739837398374,0.032520325203252036,Cuomo,Cuomo 40‑60%
ED   39,AD 83,35,138,8,199,83039,FALSE,FALSE,0.6934673366834171,0.17587939698492464,0.04020100502512563,Cuomo,Cuomo 60‑80%
ED   39,AD 84,67,93,3,173,84039,FALSE,FALSE,0.5375722543352601,0.3872832369942196,0.017341040462427744,Cuomo,Cuomo 40‑60%
ED   39,AD 85,42,116,1,176,85039,FALSE,FALSE,0.6590909090909091,0.23863636363636365,0.005681818181818182,Cuomo,Cuomo 60‑80%
ED   39,AD 86,38,56,1,103,86039,FALSE,FALSE,0.5436893203883495,0.36893203883495146,0.009708737864077669,Cuomo,Cuomo 40‑60%
ED   39,AD 87,145,51,3,209,87039,FALSE,FALSE,0.24401913875598086,0.69377990430622,0.014354066985645933,Mamdani,Mamdani 60‑80%
ED   40,AD 23,71,36,0,116,23040,FALSE,FALSE,0.3103448275862069,0.6120689655172413,0,Mamdani,Mamdani 60‑80%
ED   40,AD 24,118,36,6,167,24040,FALSE,FALSE,0.2155688622754491,0.7065868263473054,0.03592814371257485,Mamdani,Mamdani 60‑80%
ED   40,AD 25,79,44,4,137,25040,FALSE,FALSE,0.32116788321167883,0.5766423357664233,0.029197080291970802,Mamdani,Mamdani 40‑60%
ED   40,AD 26,42,86,7,153,26040,FALSE,FALSE,0.5620915032679739,0.27450980392156865,0.0457516339869281,Cuomo,Cuomo 40‑60%
ED   40,AD 27,118,115,7,262,27040,FALSE,FALSE,0.4389312977099237,0.45038167938931295,0.026717557251908396,Mamdani,Mamdani 40‑60%
ED   40,AD 28,31,62,17,126,28040,FALSE,FALSE,0.49206349206349204,0.24603174603174602,0.1349206349206349,Cuomo,Cuomo 40‑60%
ED   40,AD 29,68,126,5,245,29040,FALSE,FALSE,0.5142857142857142,0.27755102040816326,0.02040816326530612,Cuomo,Cuomo 40‑60%
ED   40,AD 30,110,58,8,181,30040,FALSE,FALSE,0.32044198895027626,0.6077348066298343,0.04419889502762431,Mamdani,Mamdani 60‑80%
ED   40,AD 31,117,66,4,194,31040,FALSE,FALSE,0.3402061855670103,0.6030927835051546,0.020618556701030927,Mamdani,Mamdani 60‑80%
ED   40,AD 32,37,88,2,167,32040,TRUE,FALSE,0.5269461077844312,0.2215568862275449,0.011976047904191617,Cuomo,Cuomo 40‑60%
ED   40,AD 33,37,120,6,190,33040,FALSE,FALSE,0.631578947368421,0.19473684210526315,0.031578947368421054,Cuomo,Cuomo 60‑80%
ED   40,AD 34,81,51,4,143,34040,FALSE,FALSE,0.35664335664335667,0.5664335664335665,0.027972027972027972,Mamdani,Mamdani 40‑60%
ED   40,AD 35,63,95,8,181,35040,FALSE,FALSE,0.5248618784530387,0.34806629834254144,0.04419889502762431,Cuomo,Cuomo 40‑60%
ED   40,AD 36,70,120,2,220,36040,TRUE,FALSE,0.5454545454545454,0.3181818181818182,0.00909090909090909,Cuomo,Cuomo 40‑60%
ED   40,AD 37,44,61,9,122,37040,FALSE,FALSE,0.5,0.36065573770491804,0.07377049180327869,Cuomo,Cuomo 40‑60%
ED   40,AD 38,49,25,1,79,38040,FALSE,FALSE,0.31645569620253167,0.620253164556962,0.012658227848101266,Mamdani,Mamdani 60‑80%
ED   40,AD 39,6,10,2,20,39040,FALSE,FALSE,0.5,0.3,0.1,Cuomo,Cuomo 40‑60%
ED   40,AD 40,26,34,3,67,40040,FALSE,FALSE,0.5074626865671642,0.3880597014925373,0.04477611940298507,Cuomo,Cuomo 40‑60%
ED   40,AD 41,34,90,6,139,41040,FALSE,FALSE,0.6474820143884892,0.2446043165467626,0.04316546762589928,Cuomo,Cuomo 60‑80%
ED   40,AD 42,61,141,1,226,42040,FALSE,FALSE,0.6238938053097345,0.26991150442477874,0.004424778761061947,Cuomo,Cuomo 60‑80%
ED   40,AD 43,255,126,21,439,43040,FALSE,FALSE,0.2870159453302961,0.5808656036446469,0.04783599088838269,Mamdani,Mamdani 40‑60%
ED   40,AD 44,177,56,150,422,44040,FALSE,FALSE,0.13270142180094788,0.4194312796208531,0.35545023696682465,Mamdani,Mamdani 40‑60%
ED   40,AD 45,48,53,5,115,45040,FALSE,FALSE,0.4608695652173913,0.41739130434782606,0.043478260869565216,Cuomo,Cuomo 40‑60%
ED   40,AD 46,34,111,6,165,46040,FALSE,FALSE,0.6727272727272727,0.20606060606060606,0.03636363636363636,Cuomo,Cuomo 60‑80%
ED   40,AD 47,22,25,1,51,47040,FALSE,FALSE,0.49019607843137253,0.43137254901960786,0.0196078431372549,Cuomo,Cuomo 40‑60%
ED   40,AD 48,15,288,3,344,48040,FALSE,FALSE,0.8372093023255814,0.0436046511627907,0.00872093023255814,Cuomo,Cuomo 80%+
ED   40,AD 49,50,43,7,111,49040,FALSE,FALSE,0.38738738738738737,0.45045045045045046,0.06306306306306306,Mamdani,Mamdani 40‑60%
ED   40,AD 50,43,192,3,262,50040,FALSE,FALSE,0.732824427480916,0.16412213740458015,0.011450381679389313,Cuomo,Cuomo 60‑80%
ED   40,AD 51,290,54,104,477,51040,FALSE,FALSE,0.11320754716981132,0.6079664570230608,0.2180293501048218,Mamdani,Mamdani 60‑80%
ED   40,AD 52,314,94,160,600,52040,FALSE,FALSE,0.15666666666666668,0.5233333333333333,0.26666666666666666,Mamdani,Mamdani 40‑60%
ED   40,AD 53,164,82,15,285,53040,FALSE,FALSE,0.28771929824561404,0.5754385964912281,0.05263157894736842,Mamdani,Mamdani 40‑60%
ED   40,AD 54,287,62,8,376,54040,FALSE,FALSE,0.16489361702127658,0.7632978723404256,0.02127659574468085,Mamdani,Mamdani 60‑80%
ED   40,AD 55,24,79,1,129,55040,FALSE,FALSE,0.6124031007751938,0.18604651162790697,0.007751937984496124,Cuomo,Cuomo 60‑80%
ED   40,AD 56,253,78,37,416,56040,FALSE,FALSE,0.1875,0.6081730769230769,0.0889423076923077,Mamdani,Mamdani 60‑80%
ED   40,AD 57,281,44,33,374,57040,FALSE,FALSE,0.11764705882352941,0.7513368983957219,0.08823529411764706,Mamdani,Mamdani 60‑80%
ED   40,AD 58,99,92,10,219,58040,FALSE,FALSE,0.4200913242009132,0.4520547945205479,0.045662100456621,Mamdani,Mamdani 40‑60%
ED   40,AD 59,9,23,0,35,59040,FALSE,FALSE,0.6571428571428571,0.2571428571428571,0,Cuomo,Cuomo 60‑80%
ED   40,AD 60,36,89,3,144,60040,FALSE,FALSE,0.6180555555555556,0.25,0.020833333333333332,Cuomo,Cuomo 60‑80%
ED   40,AD 61,56,56,18,142,61040,FALSE,FALSE,0.39436619718309857,0.39436619718309857,0.1267605633802817,Tie,Tie
ED   40,AD 62,28,41,5,77,62040,FALSE,FALSE,0.5324675324675324,0.36363636363636365,0.06493506493506493,Cuomo,Cuomo 40‑60%
ED   40,AD 63,126,46,2,186,63040,FALSE,FALSE,0.24731182795698925,0.6774193548387096,0.010752688172043012,Mamdani,Mamdani 60‑80%
ED   40,AD 64,35,33,1,79,64040,FALSE,FALSE,0.4177215189873418,0.4430379746835443,0.012658227848101266,Mamdani,Mamdani 40‑60%
ED   40,AD 65,303,54,70,453,65040,FALSE,FALSE,0.11920529801324503,0.6688741721854304,0.1545253863134658,Mamdani,Mamdani 60‑80%
ED   40,AD 66,104,66,80,273,66040,FALSE,FALSE,0.24175824175824176,0.38095238095238093,0.29304029304029305,Mamdani,Mamdani 0‑40%
ED   40,AD 67,115,315,184,693,67040,FALSE,FALSE,0.45454545454545453,0.16594516594516595,0.26551226551226553,Cuomo,Cuomo 40‑60%
ED   40,AD 68,63,94,7,187,68040,FALSE,FALSE,0.5026737967914439,0.33689839572192515,0.0374331550802139,Cuomo,Cuomo 40‑60%
ED   40,AD 69,112,79,131,366,69040,FALSE,FALSE,0.21584699453551912,0.30601092896174864,0.35792349726775957,Lander,Lander 0‑40%
ED   40,AD 70,46,35,1,101,70040,FALSE,FALSE,0.3465346534653465,0.45544554455445546,0.009900990099009901,Mamdani,Mamdani 40‑60%
ED   40,AD 71,162,106,38,349,71040,FALSE,FALSE,0.3037249283667622,0.46418338108882523,0.10888252148997135,Mamdani,Mamdani 40‑60%
ED   40,AD 72,65,113,5,190,72040,FALSE,FALSE,0.5947368421052631,0.34210526315789475,0.02631578947368421,Cuomo,Cuomo 40‑60%
ED   40,AD 73,58,195,40,314,73040,FALSE,FALSE,0.6210191082802548,0.18471337579617833,0.12738853503184713,Cuomo,Cuomo 60‑80%
ED   40,AD 74,44,63,4,117,74040,TRUE,FALSE,0.5384615384615384,0.37606837606837606,0.03418803418803419,Cuomo,Cuomo 40‑60%
ED   40,AD 75,124,90,67,316,75040,FALSE,FALSE,0.2848101265822785,0.3924050632911392,0.2120253164556962,Mamdani,Mamdani 0‑40%
ED   40,AD 76,100,197,72,406,76040,FALSE,FALSE,0.4852216748768473,0.24630541871921183,0.17733990147783252,Cuomo,Cuomo 40‑60%
ED   40,AD 77,67,80,3,159,77040,FALSE,FALSE,0.5031446540880503,0.42138364779874216,0.018867924528301886,Cuomo,Cuomo 40‑60%
ED   40,AD 78,43,63,2,118,78040,FALSE,FALSE,0.5338983050847458,0.3644067796610169,0.01694915254237288,Cuomo,Cuomo 40‑60%
ED   40,AD 79,42,160,3,234,79040,TRUE,FALSE,0.6837606837606838,0.1794871794871795,0.01282051282051282,Cuomo,Cuomo 60‑80%
ED   40,AD 80,64,36,3,112,80040,FALSE,FALSE,0.32142857142857145,0.5714285714285714,0.026785714285714284,Mamdani,Mamdani 40‑60%
ED   40,AD 81,99,79,63,268,81040,FALSE,FALSE,0.2947761194029851,0.3694029850746269,0.23507462686567165,Mamdani,Mamdani 0‑40%
ED   40,AD 82,122,56,2,188,82040,FALSE,FALSE,0.2978723404255319,0.648936170212766,0.010638297872340425,Mamdani,Mamdani 60‑80%
ED   40,AD 83,36,88,3,141,83040,FALSE,FALSE,0.624113475177305,0.2553191489361702,0.02127659574468085,Cuomo,Cuomo 60‑80%
ED   40,AD 84,50,39,8,104,84040,FALSE,FALSE,0.375,0.4807692307692308,0.07692307692307693,Mamdani,Mamdani 40‑60%
ED   40,AD 85,42,63,0,117,85040,FALSE,FALSE,0.5384615384615384,0.358974358974359,0,Cuomo,Cuomo 40‑60%
ED   40,AD 86,36,57,0,98,86040,FALSE,FALSE,0.5816326530612245,0.3673469387755102,0,Cuomo,Cuomo 40‑60%
ED   40,AD 87,103,64,2,178,87040,FALSE,FALSE,0.3595505617977528,0.5786516853932584,0.011235955056179775,Mamdani,Mamdani 40‑60%
ED   41,AD 23,51,69,3,126,23041,FALSE,FALSE,0.5476190476190477,0.40476190476190477,0.023809523809523808,Cuomo,Cuomo 40‑60%
ED   41,AD 24,126,23,4,156,24041,FALSE,FALSE,0.14743589743589744,0.8076923076923077,0.02564102564102564,Mamdani,Mamdani 80%+
ED   41,AD 25,33,36,5,79,25041,FALSE,FALSE,0.45569620253164556,0.4177215189873418,0.06329113924050633,Cuomo,Cuomo 40‑60%
ED   41,AD 26,80,206,47,375,26041,FALSE,FALSE,0.5493333333333333,0.21333333333333335,0.12533333333333332,Cuomo,Cuomo 40‑60%
ED   41,AD 27,19,28,5,54,27041,FALSE,FALSE,0.5185185185185185,0.35185185185185186,0.09259259259259259,Cuomo,Cuomo 40‑60%
ED   41,AD 28,25,22,6,58,28041,FALSE,FALSE,0.3793103448275862,0.43103448275862066,0.10344827586206896,Mamdani,Mamdani 40‑60%
ED   41,AD 29,116,89,3,232,29041,FALSE,FALSE,0.38362068965517243,0.5,0.01293103448275862,Mamdani,Mamdani 40‑60%
ED   41,AD 30,133,54,12,210,30041,FALSE,FALSE,0.2571428571428571,0.6333333333333333,0.05714285714285714,Mamdani,Mamdani 60‑80%
ED   41,AD 31,63,75,2,169,31041,FALSE,FALSE,0.4437869822485207,0.3727810650887574,0.011834319526627219,Cuomo,Cuomo 40‑60%
ED   41,AD 32,30,71,0,117,32041,FALSE,FALSE,0.6068376068376068,0.2564102564102564,0,Cuomo,Cuomo 60‑80%
ED   41,AD 33,25,101,1,166,33041,FALSE,FALSE,0.608433734939759,0.15060240963855423,0.006024096385542169,Cuomo,Cuomo 60‑80%
ED   41,AD 34,199,90,41,363,34041,FALSE,FALSE,0.24793388429752067,0.5482093663911846,0.11294765840220386,Mamdani,Mamdani 40‑60%
ED   41,AD 35,74,90,19,201,35041,FALSE,FALSE,0.44776119402985076,0.3681592039800995,0.0945273631840796,Cuomo,Cuomo 40‑60%
ED   41,AD 36,326,34,61,446,36041,FALSE,FALSE,0.07623318385650224,0.7309417040358744,0.1367713004484305,Mamdani,Mamdani 60‑80%
ED   41,AD 37,6,2,0,8,37041,FALSE,FALSE,0.25,0.75,0,Mamdani,Mamdani 60‑80%
ED   41,AD 38,52,30,3,89,38041,FALSE,FALSE,0.33707865168539325,0.5842696629213483,0.033707865168539325,Mamdani,Mamdani 40‑60%
ED   41,AD 39,85,77,21,211,39041,FALSE,FALSE,0.36492890995260663,0.4028436018957346,0.0995260663507109,Mamdani,Mamdani 40‑60%
ED   41,AD 40,54,71,14,147,40041,FALSE,FALSE,0.48299319727891155,0.3673469387755102,0.09523809523809523,Cuomo,Cuomo 40‑60%
ED   41,AD 41,17,190,5,225,41041,FALSE,FALSE,0.8444444444444444,0.07555555555555556,0.022222222222222223,Cuomo,Cuomo 80%+
ED   41,AD 42,160,151,115,469,42041,FALSE,FALSE,0.32196162046908317,0.3411513859275053,0.24520255863539445,Mamdani,Mamdani 0‑40%
ED   41,AD 43,236,134,24,431,43041,FALSE,FALSE,0.3109048723897912,0.5475638051044084,0.05568445475638051,Mamdani,Mamdani 40‑60%
ED   41,AD 44,141,46,143,359,44041,FALSE,FALSE,0.12813370473537605,0.39275766016713093,0.3983286908077994,Lander,Lander 0‑40%
ED   41,AD 45,57,88,3,164,45041,FALSE,FALSE,0.5365853658536586,0.3475609756097561,0.018292682926829267,Cuomo,Cuomo 40‑60%
ED   41,AD 46,40,97,3,159,46041,FALSE,FALSE,0.610062893081761,0.25157232704402516,0.018867924528301886,Cuomo,Cuomo 60‑80%
ED   41,AD 47,26,24,1,51,47041,FALSE,FALSE,0.47058823529411764,0.5098039215686274,0.0196078431372549,Mamdani,Mamdani 40‑60%
ED   41,AD 48,9,300,4,332,48041,FALSE,FALSE,0.9036144578313253,0.02710843373493976,0.012048192771084338,Cuomo,Cuomo 80%+
ED   41,AD 49,109,69,9,200,49041,FALSE,FALSE,0.345,0.545,0.045,Mamdani,Mamdani 40‑60%
ED   41,AD 50,88,102,6,213,50041,FALSE,FALSE,0.4788732394366197,0.4131455399061033,0.028169014084507043,Cuomo,Cuomo 40‑60%
ED   41,AD 51,232,43,127,422,51041,FALSE,FALSE,0.1018957345971564,0.5497630331753555,0.3009478672985782,Mamdani,Mamdani 40‑60%
ED   41,AD 52,263,79,152,522,52041,FALSE,FALSE,0.15134099616858238,0.5038314176245211,0.29118773946360155,Mamdani,Mamdani 40‑60%
ED   41,AD 53,355,93,36,505,53041,FALSE,FALSE,0.18415841584158416,0.7029702970297029,0.07128712871287128,Mamdani,Mamdani 60‑80%
ED   41,AD 54,277,56,12,373,54041,FALSE,FALSE,0.15013404825737264,0.7426273458445041,0.032171581769437,Mamdani,Mamdani 60‑80%
ED   41,AD 55,25,87,2,127,55041,TRUE,FALSE,0.6850393700787402,0.1968503937007874,0.015748031496062992,Cuomo,Cuomo 60‑80%
ED   41,AD 56,297,60,30,416,56041,FALSE,FALSE,0.14423076923076922,0.7139423076923077,0.07211538461538461,Mamdani,Mamdani 60‑80%
ED   41,AD 57,263,49,29,363,57041,FALSE,FALSE,0.1349862258953168,0.7245179063360881,0.07988980716253444,Mamdani,Mamdani 60‑80%
ED   41,AD 58,71,127,7,247,58041,FALSE,FALSE,0.5141700404858299,0.2874493927125506,0.02834008097165992,Cuomo,Cuomo 40‑60%
ED   41,AD 59,52,133,5,207,59041,FALSE,FALSE,0.642512077294686,0.25120772946859904,0.024154589371980676,Cuomo,Cuomo 60‑80%
ED   41,AD 60,41,66,0,122,60041,TRUE,FALSE,0.5409836065573771,0.3360655737704918,0,Cuomo,Cuomo 40‑60%
ED   41,AD 61,53,58,15,137,61041,FALSE,FALSE,0.4233576642335766,0.38686131386861317,0.10948905109489052,Cuomo,Cuomo 40‑60%
ED   41,AD 62,21,47,2,78,62041,FALSE,FALSE,0.6025641025641025,0.2692307692307692,0.02564102564102564,Cuomo,Cuomo 60‑80%
ED   41,AD 63,103,84,5,221,63041,FALSE,FALSE,0.38009049773755654,0.4660633484162896,0.02262443438914027,Mamdani,Mamdani 40‑60%
ED   41,AD 64,39,43,6,95,64041,FALSE,FALSE,0.45263157894736844,0.4105263157894737,0.06315789473684211,Cuomo,Cuomo 40‑60%
ED   41,AD 65,293,36,39,383,65041,FALSE,FALSE,0.09399477806788512,0.7650130548302873,0.10182767624020887,Mamdani,Mamdani 60‑80%
ED   41,AD 66,134,148,118,434,66041,FALSE,FALSE,0.34101382488479265,0.3087557603686636,0.271889400921659,Cuomo,Cuomo 0‑40%
ED   41,AD 67,108,241,154,551,67041,FALSE,FALSE,0.43738656987295826,0.19600725952813067,0.279491833030853,Cuomo,Cuomo 40‑60%
ED   41,AD 68,98,97,4,220,68041,FALSE,FALSE,0.4409090909090909,0.44545454545454544,0.01818181818181818,Mamdani,Mamdani 40‑60%
ED   41,AD 69,162,165,267,669,69041,FALSE,FALSE,0.24663677130044842,0.242152466367713,0.3991031390134529,Lander,Lander 0‑40%
ED   41,AD 70,179,149,26,417,70041,FALSE,FALSE,0.35731414868105515,0.4292565947242206,0.06235011990407674,Mamdani,Mamdani 40‑60%
ED   41,AD 71,219,96,31,371,71041,FALSE,FALSE,0.2587601078167116,0.5902964959568733,0.08355795148247978,Mamdani,Mamdani 40‑60%
ED   41,AD 72,164,104,24,313,72041,FALSE,FALSE,0.33226837060702874,0.5239616613418531,0.07667731629392971,Mamdani,Mamdani 40‑60%
ED   41,AD 73,46,186,34,292,73041,FALSE,FALSE,0.636986301369863,0.15753424657534246,0.11643835616438356,Cuomo,Cuomo 60‑80%
ED   41,AD 74,135,75,51,281,74041,FALSE,FALSE,0.2669039145907473,0.4804270462633452,0.18149466192170818,Mamdani,Mamdani 40‑60%
ED   41,AD 75,165,150,109,461,75041,FALSE,FALSE,0.32537960954446854,0.3579175704989154,0.23644251626898047,Mamdani,Mamdani 0‑40%
ED   41,AD 76,125,182,64,413,76041,FALSE,FALSE,0.4406779661016949,0.3026634382566586,0.1549636803874092,Cuomo,Cuomo 40‑60%
ED   41,AD 77,61,99,1,171,77041,FALSE,FALSE,0.5789473684210527,0.3567251461988304,0.005847953216374269,Cuomo,Cuomo 40‑60%
ED   41,AD 78,53,81,2,149,78041,FALSE,FALSE,0.5436241610738255,0.35570469798657717,0.013422818791946308,Cuomo,Cuomo 40‑60%
ED   41,AD 79,29,69,1,113,79041,FALSE,FALSE,0.6106194690265486,0.25663716814159293,0.008849557522123894,Cuomo,Cuomo 60‑80%
ED   41,AD 80,116,107,8,250,80041,FALSE,FALSE,0.428,0.464,0.032,Mamdani,Mamdani 40‑60%
ED   41,AD 81,67,57,19,161,81041,FALSE,FALSE,0.35403726708074534,0.4161490683229814,0.11801242236024845,Mamdani,Mamdani 40‑60%
ED   41,AD 82,82,117,24,267,82041,FALSE,FALSE,0.43820224719101125,0.30711610486891383,0.0898876404494382,Cuomo,Cuomo 40‑60%
ED   41,AD 83,63,177,4,267,83041,FALSE,FALSE,0.6629213483146067,0.23595505617977527,0.0149812734082397,Cuomo,Cuomo 60‑80%
ED   41,AD 84,87,95,2,199,84041,FALSE,FALSE,0.47738693467336685,0.4371859296482412,0.010050251256281407,Cuomo,Cuomo 40‑60%
ED   41,AD 85,53,135,4,203,85041,FALSE,FALSE,0.6650246305418719,0.26108374384236455,0.019704433497536946,Cuomo,Cuomo 60‑80%
ED   41,AD 86,47,79,0,132,86041,FALSE,FALSE,0.5984848484848485,0.3560606060606061,0,Cuomo,Cuomo 40‑60%
ED   41,AD 87,105,55,1,165,87041,FALSE,FALSE,0.3333333333333333,0.6363636363636364,0.006060606060606061,Mamdani,Mamdani 60‑80%
ED   42,AD 23,43,38,0,83,23042,FALSE,FALSE,0.4578313253012048,0.5180722891566265,0,Mamdani,Mamdani 40‑60%
ED   42,AD 24,144,46,3,201,24042,FALSE,FALSE,0.22885572139303484,0.7164179104477612,0.014925373134328358,Mamdani,Mamdani 60‑80%
ED   42,AD 25,57,52,2,119,25042,FALSE,FALSE,0.4369747899159664,0.4789915966386555,0.01680672268907563,Mamdani,Mamdani 40‑60%
ED   42,AD 26,60,126,16,221,26042,FALSE,FALSE,0.5701357466063348,0.27149321266968324,0.07239819004524888,Cuomo,Cuomo 40‑60%
ED   42,AD 27,34,78,5,128,27042,FALSE,FALSE,0.609375,0.265625,0.0390625,Cuomo,Cuomo 60‑80%
ED   42,AD 28,2,5,1,9,28042,FALSE,FALSE,0.5555555555555556,0.2222222222222222,0.1111111111111111,Cuomo,Cuomo 40‑60%
ED   42,AD 29,12,9,0,27,29042,FALSE,FALSE,0.3333333333333333,0.4444444444444444,0,Mamdani,Mamdani 40‑60%
ED   42,AD 30,160,32,8,206,30042,FALSE,FALSE,0.1553398058252427,0.7766990291262136,0.038834951456310676,Mamdani,Mamdani 60‑80%
ED   42,AD 31,20,35,2,60,31042,FALSE,FALSE,0.5833333333333334,0.3333333333333333,0.03333333333333333,Cuomo,Cuomo 40‑60%
ED   42,AD 32,56,82,3,176,32042,FALSE,FALSE,0.4659090909090909,0.3181818181818182,0.017045454545454544,Cuomo,Cuomo 40‑60%
ED   42,AD 33,48,177,4,284,33042,FALSE,FALSE,0.6232394366197183,0.16901408450704225,0.014084507042253521,Cuomo,Cuomo 60‑80%
ED   42,AD 34,111,80,31,247,34042,FALSE,FALSE,0.32388663967611336,0.4493927125506073,0.12550607287449392,Mamdani,Mamdani 40‑60%
ED   42,AD 35,74,132,9,229,35042,FALSE,FALSE,0.5764192139737991,0.3231441048034934,0.039301310043668124,Cuomo,Cuomo 40‑60%
ED   42,AD 36,331,46,48,454,36042,FALSE,FALSE,0.1013215859030837,0.7290748898678414,0.10572687224669604,Mamdani,Mamdani 60‑80%
ED   42,AD 37,166,44,42,273,37042,FALSE,FALSE,0.16117216117216118,0.608058608058608,0.15384615384615385,Mamdani,Mamdani 60‑80%
ED   42,AD 38,88,14,7,116,38042,FALSE,FALSE,0.1206896551724138,0.7586206896551724,0.0603448275862069,Mamdani,Mamdani 60‑80%
ED   42,AD 39,76,57,8,148,39042,FALSE,FALSE,0.38513513513513514,0.5135135135135135,0.05405405405405406,Mamdani,Mamdani 40‑60%
ED   42,AD 40,0,2,0,3,40042,FALSE,FALSE,0.6666666666666666,0,0,Cuomo,Cuomo 60‑80%
ED   42,AD 41,55,78,8,154,41042,FALSE,FALSE,0.5064935064935064,0.35714285714285715,0.05194805194805195,Cuomo,Cuomo 40‑60%
ED   42,AD 42,155,77,43,312,42042,FALSE,FALSE,0.2467948717948718,0.4967948717948718,0.13782051282051283,Mamdani,Mamdani 40‑60%
ED   42,AD 43,270,91,31,428,43042,FALSE,FALSE,0.21261682242990654,0.6308411214953271,0.07242990654205607,Mamdani,Mamdani 60‑80%
ED   42,AD 44,62,69,7,147,44042,FALSE,FALSE,0.46938775510204084,0.4217687074829932,0.047619047619047616,Cuomo,Cuomo 40‑60%
ED   42,AD 45,47,62,3,120,45042,FALSE,FALSE,0.5166666666666667,0.39166666666666666,0.025,Cuomo,Cuomo 40‑60%
ED   42,AD 46,33,56,2,110,46042,FALSE,FALSE,0.509090909090909,0.3,0.01818181818181818,Cuomo,Cuomo 40‑60%
ED   42,AD 47,51,67,4,131,47042,TRUE,FALSE,0.5114503816793893,0.3893129770992366,0.030534351145038167,Cuomo,Cuomo 40‑60%
ED   42,AD 48,2,295,2,314,48042,FALSE,FALSE,0.9394904458598726,0.006369426751592357,0.006369426751592357,Cuomo,Cuomo 80%+
ED   42,AD 49,43,44,7,102,49042,FALSE,FALSE,0.43137254901960786,0.4215686274509804,0.06862745098039216,Cuomo,Cuomo 40‑60%
ED   42,AD 50,46,171,1,231,50042,FALSE,FALSE,0.7402597402597403,0.19913419913419914,0.004329004329004329,Cuomo,Cuomo 60‑80%
ED   42,AD 51,385,66,156,638,51042,FALSE,FALSE,0.10344827586206896,0.603448275862069,0.2445141065830721,Mamdani,Mamdani 60‑80%
ED   42,AD 52,232,69,113,457,52042,FALSE,FALSE,0.15098468271334792,0.5076586433260394,0.24726477024070023,Mamdani,Mamdani 40‑60%
ED   42,AD 53,48,45,2,102,53042,TRUE,FALSE,0.4411764705882353,0.47058823529411764,0.0196078431372549,Mamdani,Mamdani 40‑60%
ED   42,AD 54,203,38,5,261,54042,FALSE,FALSE,0.14559386973180077,0.7777777777777778,0.019157088122605363,Mamdani,Mamdani 60‑80%
ED   42,AD 55,19,55,3,94,55042,TRUE,FALSE,0.5851063829787234,0.20212765957446807,0.031914893617021274,Cuomo,Cuomo 40‑60%
ED   42,AD 56,259,87,29,409,56042,FALSE,FALSE,0.21271393643031786,0.6332518337408313,0.07090464547677261,Mamdani,Mamdani 60‑80%
ED   42,AD 57,215,34,52,330,57042,FALSE,FALSE,0.10303030303030303,0.6515151515151515,0.15757575757575756,Mamdani,Mamdani 60‑80%
ED   42,AD 58,68,147,3,248,58042,FALSE,FALSE,0.592741935483871,0.27419354838709675,0.012096774193548387,Cuomo,Cuomo 40‑60%
ED   42,AD 59,48,91,5,157,59042,FALSE,FALSE,0.5796178343949044,0.3057324840764331,0.03184713375796178,Cuomo,Cuomo 40‑60%
ED   42,AD 60,41,157,2,232,60042,FALSE,FALSE,0.6767241379310345,0.17672413793103448,0.008620689655172414,Cuomo,Cuomo 60‑80%
ED   42,AD 61,35,58,10,117,61042,FALSE,FALSE,0.49572649572649574,0.29914529914529914,0.08547008547008547,Cuomo,Cuomo 40‑60%
ED   42,AD 62,31,37,4,82,62042,FALSE,FALSE,0.45121951219512196,0.3780487804878049,0.04878048780487805,Cuomo,Cuomo 40‑60%
ED   42,AD 63,50,74,8,140,63042,FALSE,FALSE,0.5285714285714286,0.35714285714285715,0.05714285714285714,Cuomo,Cuomo 40‑60%
ED   42,AD 64,45,36,7,94,64042,FALSE,FALSE,0.3829787234042553,0.4787234042553192,0.07446808510638298,Mamdani,Mamdani 40‑60%
ED   42,AD 65,150,103,38,312,65042,FALSE,FALSE,0.3301282051282051,0.4807692307692308,0.12179487179487179,Mamdani,Mamdani 40‑60%
ED   42,AD 66,131,181,125,470,66042,FALSE,FALSE,0.3851063829787234,0.27872340425531916,0.26595744680851063,Cuomo,Cuomo 0‑40%
ED   42,AD 67,117,328,182,696,67042,FALSE,FALSE,0.47126436781609193,0.16810344827586207,0.2614942528735632,Cuomo,Cuomo 40‑60%
ED   42,AD 68,70,85,7,182,68042,TRUE,FALSE,0.46703296703296704,0.38461538461538464,0.038461538461538464,Cuomo,Cuomo 40‑60%
ED   42,AD 69,206,168,191,638,69042,FALSE,FALSE,0.26332288401253917,0.322884012539185,0.2993730407523511,Mamdani,Mamdani 0‑40%
